order,url,page_type,section,opt_a_link,opt_a_text,opt_a_img,opt_b_link,opt_b_text,opt_b_img,other_images,other_text,match_taxon,match_common,image_credits
162,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=1&key=11,Option-page,Section: General,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=14&key=1,"A.  The post-orbital bar is always present and complete.
B.  The skull is rounded, or if elongate, the braincase is globular.
C. There is a narrow region of bone between the orbits, which are directed forward and may have a bony plate at the back end.
D. In the upper and/or lower jaws, there are no significant gaps between any of the teeth and the teeth behind the canines are relatively undifferentiated and never include one or two large sharp prominent teeth relative to the neighboring teeth in the rear region of the rows of teeth.
E.  The foramen magnum is underneath the braincase and not at the back bottom edge of it. ",http://archive.fieldmuseum.org/tanzania/Key_Images/General_11a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=1&key=12,"A. Either a continuous postorbital bar is present, or a bony process from the top of the cranium nearly joins a bony process off the zygomatic arch.
B.  The skull is elongate. 
C. The region of bone between the orbits is not narrow and the orbits are directed laterally and there is never a bony plate at the back end.
D. In the upper and/or lower jaws, either there are significant gaps between some of the teeth or if there are no significant gaps between any of the teeth, the teeth behind the canines are differentiated and may include one or two large sharp prominent teeth in the rear region of the rows of teeth. 
E.  The foramen magnum is at the back bottom edge of the braincase, not underneath.",http://archive.fieldmuseum.org/tanzania/Key_Images/General_11b.jpg,,"['', '', '©L. Watson', '©R. Banasiak & P. Lai', 'Select', 'Select']",,,©L. Watson | ©R. Banasiak & P. Lai
338,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=3,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_stuhlmanni_3_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_C_stuhlmanni_3_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_stuhlmanni_3.jpg,,Chrysochloris,,
339,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=66,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_A_albiventris_66_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_A_albiventris_66_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_A_albiventris_66.jpg,,Atelerix,,
337,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=2&key=2,Option-page,Section: Insectivora,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=3,"A.  The teeth in the rear of the upper jaw are much wider than long. 
B.  The front teeth on both sides of the upper jaw (incisors) meet at the distal ends.
C.  The front end of the cranium extends past the upper incisors.
D.  The greatest length of the skull is shorter than 35 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Insectivora_2a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=66,"A.  The teeth in the rear of the upper jaw are not much wider than long. 
B.  The front teeth on both sides of the upper jaw (incisors) do not meet at the distal ends.
C.  The front end of the cranium does not extend past the upper incisors.
D.  The greatest length of the skull is longer than 35 mm.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Insectivora_2b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
343,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=125,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_phillipsorum_125_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_C_phillipsorum_125_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_C_phillipsorum_125_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_C_phillipsorum_125_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_C_phillipsorum_125_c.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_phillipsorum_125.jpg,,Congosorex,,
345,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=129,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_M_zinki_129_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_M_zinki_129_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_M_zinki_129.jpg,,Myosorex,,
347,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=127,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_M_geata_127_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_M_geata_127.jpg,,Myosorex,,
348,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=128,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_M_kihaulei_128_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_M_kihaulei_128_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_M_kihaulei_128_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_M_kihaulei_128.jpg,,Myosorex,,
346,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=4,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=127,A.  The condyloincisive length is greater than 20.65 mm.B.  The basal length is greater than 18.42 mm.C.  The length of the upper toothrow is greater than 8.90 mm.D.  The greatest length of the mandible is greater than 12.90 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_4a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=128,A.  The condyloincisive length is less than 20.85 mm.B.  The basal length is less than 18.50 mm.C.  The length of the upper toothrow is less than 9.00 mm.D.  The greatest length of the mandible is less than 12.90 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_4b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
344,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=3,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=129,"A.  The condyloincisive length is greater than, or equal to 22.0 mm.B.  The length of the hind foot is 15 mm, or more.",http://archive.fieldmuseum.org/tanzania/Key_Images/,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=4,A.  The condyloincisive length is less than 22.0 mm.B.  The length of the hind foot is less than 15 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
342,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=2,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=125,A.  There are open slits at the top of the skull behind the paired foramina.B.  The hind feet are distinctly scaly.C.  The phallus is slender (but not as slender as that in Crocidura) and with an apical tip on males.,http://archive.fieldmuseum.org/tanzania/Key_Images/,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=3,A.  There are no open slits at the top of the skull behind the paired foramina.B.  The scales on the hind feet are less distinct.C.  The phallus is robust with no apical tip on males.,http://archive.fieldmuseum.org/tanzania/Key_Images/,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
351,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=118,Match-page,,,,,,,,,,Suncus,,
354,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=123,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_S_lunaris_123_a2.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_S_lunaris_123_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_S_lunaris_123.jpg,,Sylvisorex,,
355,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=116,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_S_lixus_116_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_S_lixus_116.jpg,,Suncus,,
353,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=8,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=123,"A.  The condyloincisive length is greater than 20 mm.B.  The length of the upper toothrow is equal to, or greater than 9 mm.C.  The length of the dentary (including the incisor) is equal to, or greater than 13 mm.D.  The tail is not distinctly bicoloured.E.  The hind feet are dark.F.  The chest and belly are dark brown.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_8a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=116,"A.  The condyloincisive length is less than, or equal to 22.5 mm.B.  The length of the upper toothrow is less than 9.8 mm.C.  The length of the dentary (including incisor) is less than 14 mm.D.  The tail is distinctly bicoloured.E.  The hind feet are pale.F.  The chest and belly are silvery.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_8b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
357,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=122,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_S_johnstoni_122_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_S_johnstoni_122.jpg,,Sylvisorex,,
359,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=117,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_S_megalura_117_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_S_megalura_117_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_S_megalura_117.jpg,,Suncus,,
361,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=120,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_S_granti_120_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_S_granti_120_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_S_granti_120.jpg,,Sylvisorex,,
363,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=119,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_S_varilla_119_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_S_varilla_119_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_S_varilla_119.jpg,,Suncus,,
364,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=121,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_S_howelli_121_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_S_howelli_121_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_S_howelli_121.jpg,,Sylvisorex,,
362,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=12,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=119,"A.  The chest and belly are significantly lighter than the dorsal colour.B.  The tail is distinctly bicoloured, with long white guard hairs running most of the length of the tail.C.  The upper third molar is generally 1 mm long and less than .5 mm wide.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_12a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=121,A.  The tail is not distinctly bicoloured.B.  Any long guard hairs are not white and are not numerous on the last half of the tail.C.  The upper third molar is generally greater than 1 mm long and more than 0.5 mm wide.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_12b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
360,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=11,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=120,A.  The upper toothrow is over 7.4 mm.B.  The dorsal colour is dark brown to black.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_11a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=12,A.  The upper toothrow is less than 7.4 mm.B.  The dorsal colour is either chocolate brown or grey.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_11b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
358,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=10,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=117,A.  The tail is longer than head and body.B.  The chest and belly are much lighter than dorsal colour.C.  The third unicuspid is significantly higher than the 2nd unicuspid.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_10a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=11,The tail is not longer than the head and body.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_10b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
356,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=9,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=122,"A.  The condyloincisive length is less than, or equal to 15.2 mm.B.  The chest and belly have an orange tint.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_9a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=10,"The condyloincisive length is greater than, or equal to 15.1 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_9b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
352,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=7,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=8,"The condyloincisive length is greater than, or equal to 19 mm, but less than 24 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_7a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=9,The condyloincisive length is less than 19 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_7b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
350,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=6,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=118,A.  The condyloincisive length is greater than 24 mm.B.  The length of the head and body is over 100 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_6a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=7,A.  The condyloincisive length is less than 24 mm.B.  The length of the head and body is less than 100 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_6b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
366,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=94,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_olivieri_94_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_C_olivieri_94_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_olivieri_94.jpg,,Crocidura,,
369,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=73,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_fischeri_73.jpg,,Crocidura,,
371,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=108,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_voi_108_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_voi_108.jpg,,Crocidura,,
372,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=95,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_parvipes_95_b.jpg,,Crocidura,,
